Dataset,k,Feature Weighting Method,Selection Method,Distance Metric,r (if Minkowski),Accuracy,Time (seconds)
sick_3,1,eq_weight,sheppard,minkowski,2,0.9063670411985019,3.6496386528015137
sick_3,1,eq_weight,sheppard,hamming,,0.9250936329588015,1.7830562591552734
sick_3,1,information_gain,majority,minkowski,1,0.9138576779026217,3.855846643447876
sick_3,1,information_gain,majority,minkowski,2,0.9138576779026217,3.86614727973938
sick_3,1,information_gain,majority,hamming,,0.9213483146067416,1.8870089054107666
sick_3,1,information_gain,idw,minkowski,1,0.9138576779026217,3.8670151233673096
sick_3,1,information_gain,idw,minkowski,2,0.9138576779026217,3.8269686698913574
sick_3,1,information_gain,idw,hamming,,0.9288389513108615,1.9425079822540283
sick_3,1,information_gain,sheppard,minkowski,1,0.9138576779026217,3.8479979038238525
sick_3,1,information_gain,sheppard,minkowski,2,0.9138576779026217,3.867025136947632
sick_3,1,information_gain,sheppard,hamming,,0.9250936329588015,1.8943860530853271
sick_3,1,chi2,majority,minkowski,1,0.9176029962546817,3.658822774887085
sick_3,1,chi2,majority,minkowski,2,0.9026217228464419,3.691973924636841
sick_3,1,chi2,majority,hamming,,0.9250936329588015,1.8054566383361816
sick_3,1,chi2,idw,minkowski,1,0.9176029962546817,3.735793113708496
sick_3,1,chi2,idw,minkowski,2,0.9026217228464419,3.7674739360809326
sick_3,1,chi2,idw,hamming,,0.9250936329588015,1.796147346496582
sick_3,1,chi2,sheppard,minkowski,1,0.9176029962546817,3.8017265796661377
sick_3,1,chi2,sheppard,minkowski,2,0.9026217228464419,3.725816011428833
sick_3,1,chi2,sheppard,hamming,,0.9250936329588015,1.790999174118042
sick_3,3,eq_weight,majority,minkowski,1,0.9063670411985019,3.6708927154541016
sick_3,3,eq_weight,majority,minkowski,2,0.9063670411985019,3.659156084060669
sick_3,3,eq_weight,majority,hamming,,0.9250936329588015,1.788771629333496
sick_3,3,eq_weight,idw,minkowski,1,0.9101123595505618,3.7598800659179688
sick_3,3,eq_weight,idw,minkowski,2,0.9063670411985019,3.7865025997161865
sick_3,3,eq_weight,idw,hamming,,0.9250936329588015,1.78485107421875
sick_3,3,eq_weight,sheppard,minkowski,1,0.9063670411985019,3.726957082748413
sick_3,3,eq_weight,sheppard,minkowski,2,0.9063670411985019,3.725419044494629
sick_3,3,eq_weight,sheppard,hamming,,0.9325842696629213,1.8173799514770508
sick_3,3,information_gain,majority,minkowski,1,0.9138576779026217,3.916154623031616
sick_3,3,information_gain,majority,minkowski,2,0.9138576779026217,3.8699018955230713
sick_3,3,information_gain,majority,hamming,,0.9325842696629213,1.8638505935668945
sick_3,3,information_gain,idw,minkowski,1,0.9288389513108615,3.8362507820129395
sick_3,3,information_gain,idw,minkowski,2,0.9588014981273408,3.8754053115844727
sick_3,3,information_gain,idw,hamming,,0.9363295880149812,1.9072165489196777
sick_3,3,information_gain,sheppard,minkowski,1,0.9138576779026217,3.8745687007904053
sick_3,3,information_gain,sheppard,minkowski,2,0.9138576779026217,3.86204195022583
sick_3,3,information_gain,sheppard,hamming,,0.9325842696629213,1.920485258102417
sick_3,3,chi2,majority,minkowski,1,0.9325842696629213,3.7691595554351807
sick_3,3,chi2,majority,minkowski,2,0.9138576779026217,3.7584123611450195
sick_3,3,chi2,majority,hamming,,0.9250936329588015,1.8084018230438232
sick_3,3,chi2,idw,minkowski,1,0.9325842696629213,3.7343878746032715
sick_3,3,chi2,idw,minkowski,2,0.9288389513108615,3.678100347518921
sick_3,3,chi2,idw,hamming,,0.9250936329588015,1.779306173324585
sick_3,3,chi2,sheppard,minkowski,1,0.9325842696629213,3.7892515659332275
sick_3,3,chi2,sheppard,minkowski,2,0.9138576779026217,3.7131218910217285
sick_3,3,chi2,sheppard,hamming,,0.9325842696629213,1.7897119522094727
sick_3,5,eq_weight,majority,minkowski,1,0.9138576779026217,3.737677812576294
sick_3,5,eq_weight,majority,minkowski,2,0.9138576779026217,3.705753803253174
sick_3,5,eq_weight,majority,hamming,,0.9288389513108615,1.8090736865997314
sick_3,5,eq_weight,idw,minkowski,1,0.9138576779026217,3.7924954891204834
sick_3,5,eq_weight,idw,minkowski,2,0.9138576779026217,3.70112681388855
sick_3,5,eq_weight,idw,hamming,,0.9288389513108615,1.771986722946167
sick_3,5,eq_weight,sheppard,minkowski,1,0.9138576779026217,3.724841833114624
sick_3,5,eq_weight,sheppard,minkowski,2,0.9138576779026217,3.70100474357605
sick_3,5,eq_weight,sheppard,hamming,,0.9325842696629213,1.798710584640503
sick_3,5,information_gain,majority,minkowski,1,0.9138576779026217,3.9088308811187744
sick_3,5,information_gain,majority,minkowski,2,0.9138576779026217,3.876314163208008
sick_3,5,information_gain,majority,hamming,,0.9213483146067416,1.9183824062347412
sick_3,5,information_gain,idw,minkowski,1,0.9176029962546817,3.887057304382324
sick_3,5,information_gain,idw,minkowski,2,0.9250936329588015,3.8656435012817383
sick_3,5,information_gain,idw,hamming,,0.9325842696629213,1.8869550228118896
sick_3,5,information_gain,sheppard,minkowski,1,0.9138576779026217,3.8594980239868164
sick_3,5,information_gain,sheppard,minkowski,2,0.9138576779026217,3.8039920330047607
sick_3,5,information_gain,sheppard,hamming,,0.9400749063670412,1.8960883617401123
sick_3,5,chi2,majority,minkowski,1,0.9363295880149812,3.739305019378662
sick_3,5,chi2,majority,minkowski,2,0.9176029962546817,3.7699484825134277
sick_3,5,chi2,majority,hamming,,0.9288389513108615,1.8068170547485352
sick_3,5,chi2,idw,minkowski,1,0.9400749063670412,3.7770495414733887
sick_3,5,chi2,idw,minkowski,2,0.9288389513108615,3.7310218811035156
sick_3,5,chi2,idw,hamming,,0.9288389513108615,1.8202881813049316
sick_3,5,chi2,sheppard,minkowski,1,0.9438202247191011,3.8006765842437744
sick_3,5,chi2,sheppard,minkowski,2,0.9213483146067416,3.676875591278076
sick_3,5,chi2,sheppard,hamming,,0.9325842696629213,1.789107322692871
sick_3,7,eq_weight,majority,minkowski,1,0.9063670411985019,3.6922152042388916
sick_3,7,eq_weight,majority,minkowski,2,0.9138576779026217,3.7024264335632324
sick_3,7,eq_weight,majority,hamming,,0.9250936329588015,1.7962584495544434
sick_3,7,eq_weight,idw,minkowski,1,0.9101123595505618,3.770781993865967
sick_3,7,eq_weight,idw,minkowski,2,0.9138576779026217,3.794731378555298
sick_3,7,eq_weight,idw,hamming,,0.9250936329588015,1.8165736198425293
sick_3,7,eq_weight,sheppard,minkowski,1,0.9063670411985019,3.7266082763671875
sick_3,7,eq_weight,sheppard,minkowski,2,0.9138576779026217,3.7249984741210938
sick_3,7,eq_weight,sheppard,hamming,,0.9288389513108615,1.777054786682129
sick_3,7,information_gain,majority,minkowski,1,0.9138576779026217,3.809713363647461
sick_3,7,information_gain,majority,minkowski,2,0.9138576779026217,3.813910961151123
sick_3,7,information_gain,majority,hamming,,0.9213483146067416,1.8881409168243408
sick_3,7,information_gain,idw,minkowski,1,0.9138576779026217,3.8752732276916504
sick_3,7,information_gain,idw,minkowski,2,0.9213483146067416,3.8996825218200684
sick_3,7,information_gain,idw,hamming,,0.9250936329588015,1.9400863647460938
sick_3,7,information_gain,sheppard,minkowski,1,0.9138576779026217,3.916585922241211
sick_3,7,information_gain,sheppard,minkowski,2,0.9138576779026217,3.8963849544525146
sick_3,7,information_gain,sheppard,hamming,,0.9325842696629213,1.9383118152618408
sick_3,7,chi2,majority,minkowski,1,0.9325842696629213,3.7225425243377686
sick_3,7,chi2,majority,minkowski,2,0.9176029962546817,3.705756902694702
sick_3,7,chi2,majority,hamming,,0.9250936329588015,1.7994675636291504
sick_3,7,chi2,idw,minkowski,1,0.951310861423221,3.7507705688476562
sick_3,7,chi2,idw,minkowski,2,0.9325842696629213,3.7605485916137695
sick_3,7,chi2,idw,hamming,,0.9250936329588015,1.8039298057556152
sick_3,7,chi2,sheppard,minkowski,1,0.9438202247191011,3.783618927001953
sick_3,7,chi2,sheppard,minkowski,2,0.9213483146067416,3.773385763168335
sick_3,7,chi2,sheppard,hamming,,0.9288389513108615,1.8251614570617676
sick_4,1,eq_weight,majority,minkowski,1,0.8560606060606061,3.7281506061553955
sick_4,1,eq_weight,majority,minkowski,2,0.9128787878787878,3.6697728633880615
sick_4,1,eq_weight,majority,hamming,,0.9242424242424242,1.7481439113616943
sick_4,1,eq_weight,idw,minkowski,1,0.8560606060606061,3.645289421081543
sick_4,1,eq_weight,idw,minkowski,2,0.9128787878787878,3.6918087005615234
sick_4,1,eq_weight,idw,hamming,,0.9242424242424242,1.7779781818389893
sick_4,1,eq_weight,sheppard,minkowski,1,0.8560606060606061,3.727518081665039
sick_4,1,eq_weight,sheppard,minkowski,2,0.9128787878787878,3.745450496673584
sick_4,1,eq_weight,sheppard,hamming,,0.9242424242424242,1.808100938796997
sick_4,1,information_gain,majority,minkowski,1,0.9166666666666666,3.7701597213745117
sick_4,1,information_gain,majority,minkowski,2,0.9166666666666666,3.8223159313201904
sick_4,1,information_gain,majority,hamming,,0.9166666666666666,1.8830671310424805
sick_4,1,information_gain,idw,minkowski,1,0.9166666666666666,3.8013203144073486
sick_4,1,information_gain,idw,minkowski,2,0.9166666666666666,3.7332003116607666
sick_4,1,information_gain,idw,hamming,,0.9356060606060606,1.8892590999603271
sick_4,1,information_gain,sheppard,minkowski,1,0.9166666666666666,3.85567307472229
sick_4,1,information_gain,sheppard,minkowski,2,0.9166666666666666,3.8507449626922607
sick_4,1,information_gain,sheppard,hamming,,0.9128787878787878,1.872469186782837
sick_4,1,chi2,majority,minkowski,1,0.9393939393939394,3.7796108722686768
sick_4,1,chi2,majority,minkowski,2,0.928030303030303,3.7602288722991943
sick_4,1,chi2,majority,hamming,,0.9242424242424242,1.786245346069336
sick_4,1,chi2,idw,minkowski,1,0.9393939393939394,3.7472445964813232
sick_4,1,chi2,idw,minkowski,2,0.928030303030303,3.7032358646392822
sick_4,1,chi2,idw,hamming,,0.9242424242424242,1.755847454071045
sick_4,1,chi2,sheppard,minkowski,1,0.9393939393939394,3.7352206707000732
sick_4,1,chi2,sheppard,minkowski,2,0.928030303030303,3.6568522453308105
sick_4,1,chi2,sheppard,hamming,,0.9242424242424242,1.803065538406372
sick_4,3,eq_weight,majority,minkowski,1,0.9015151515151515,3.6672654151916504
sick_4,3,eq_weight,majority,minkowski,2,0.9166666666666666,3.670182704925537
sick_4,3,eq_weight,majority,hamming,,0.9318181818181818,1.7919974327087402
sick_4,3,eq_weight,idw,minkowski,1,0.9015151515151515,3.7256240844726562
sick_4,3,eq_weight,idw,minkowski,2,0.9318181818181818,3.7217469215393066
sick_4,3,eq_weight,idw,hamming,,0.9318181818181818,1.7790398597717285
sick_4,3,eq_weight,sheppard,minkowski,1,0.9015151515151515,3.673541784286499
sick_4,3,eq_weight,sheppard,minkowski,2,0.9166666666666666,3.6507651805877686
sick_4,3,eq_weight,sheppard,hamming,,0.9318181818181818,1.7796361446380615
sick_4,3,information_gain,majority,minkowski,1,0.9166666666666666,3.807300329208374
sick_4,3,information_gain,majority,minkowski,2,0.9166666666666666,3.8105010986328125
sick_4,3,information_gain,majority,hamming,,0.9204545454545454,1.8759171962738037
sick_4,3,information_gain,idw,minkowski,1,0.9166666666666666,3.7740161418914795
sick_4,3,information_gain,idw,minkowski,2,0.9166666666666666,3.7805609703063965
sick_4,3,information_gain,idw,hamming,,0.928030303030303,1.9001736640930176
sick_4,3,information_gain,sheppard,minkowski,1,0.9166666666666666,3.828604221343994
sick_4,3,information_gain,sheppard,minkowski,2,0.9166666666666666,3.766709089279175
sick_4,3,information_gain,sheppard,hamming,,0.9318181818181818,1.883800983428955
sick_4,3,chi2,majority,minkowski,1,0.9356060606060606,3.6797983646392822
sick_4,3,chi2,majority,minkowski,2,0.9318181818181818,3.705535888671875
sick_4,3,chi2,majority,hamming,,0.9318181818181818,1.8051166534423828
sick_4,3,chi2,idw,minkowski,1,0.9393939393939394,3.7611725330352783
sick_4,3,chi2,idw,minkowski,2,0.9393939393939394,3.7410707473754883
sick_4,3,chi2,idw,hamming,,0.9318181818181818,1.803166389465332
sick_4,3,chi2,sheppard,minkowski,1,0.9393939393939394,3.813995361328125
sick_4,3,chi2,sheppard,minkowski,2,0.9356060606060606,3.690279483795166
sick_4,3,chi2,sheppard,hamming,,0.9318181818181818,1.7785236835479736
sick_4,5,eq_weight,majority,minkowski,1,0.9128787878787878,3.608600616455078
sick_4,5,eq_weight,majority,minkowski,2,0.9166666666666666,3.6703741550445557
sick_4,5,eq_weight,majority,hamming,,0.9431818181818182,1.7752676010131836
sick_4,5,eq_weight,idw,minkowski,1,0.9204545454545454,3.7193028926849365
sick_4,5,eq_weight,idw,minkowski,2,0.9204545454545454,3.7623445987701416
sick_4,5,eq_weight,idw,hamming,,0.9431818181818182,1.7863945960998535
sick_4,5,eq_weight,sheppard,minkowski,1,0.9128787878787878,3.6897332668304443
sick_4,5,eq_weight,sheppard,minkowski,2,0.9166666666666666,3.68955659866333
sick_4,5,eq_weight,sheppard,hamming,,0.9393939393939394,1.8234353065490723
sick_4,5,information_gain,majority,minkowski,1,0.9166666666666666,3.8123972415924072
sick_4,5,information_gain,majority,minkowski,2,0.9166666666666666,3.7903833389282227
sick_4,5,information_gain,majority,hamming,,0.946969696969697,1.8296465873718262
sick_4,5,information_gain,idw,minkowski,1,0.9166666666666666,3.7564313411712646
sick_4,5,information_gain,idw,minkowski,2,0.9166666666666666,3.8150928020477295
sick_4,5,information_gain,idw,hamming,,0.9356060606060606,1.8981752395629883
sick_4,5,information_gain,sheppard,minkowski,1,0.9166666666666666,3.8454818725585938
sick_4,5,information_gain,sheppard,minkowski,2,0.9166666666666666,3.9753003120422363
sick_4,5,information_gain,sheppard,hamming,,0.9393939393939394,1.93491530418396
sick_4,5,chi2,majority,minkowski,1,0.9431818181818182,3.7669122219085693
sick_4,5,chi2,majority,minkowski,2,0.9356060606060606,3.743675708770752
sick_4,5,chi2,majority,hamming,,0.9431818181818182,1.7679381370544434
sick_4,5,chi2,idw,minkowski,1,0.9507575757575758,3.6873021125793457
sick_4,5,chi2,idw,minkowski,2,0.9507575757575758,3.6952996253967285
sick_4,5,chi2,idw,hamming,,0.9431818181818182,1.7906675338745117
sick_4,5,chi2,sheppard,minkowski,1,0.9507575757575758,3.7247061729431152
sick_4,5,chi2,sheppard,minkowski,2,0.9393939393939394,3.7251265048980713
sick_4,5,chi2,sheppard,hamming,,0.9393939393939394,1.8034331798553467
sick_4,7,eq_weight,majority,minkowski,1,0.9090909090909091,3.736845016479492
sick_4,7,eq_weight,majority,minkowski,2,0.9166666666666666,3.7008159160614014
sick_4,7,eq_weight,majority,hamming,,0.9393939393939394,1.7862586975097656
sick_4,7,eq_weight,idw,minkowski,1,0.9242424242424242,3.709561347961426
sick_4,7,eq_weight,idw,minkowski,2,0.9204545454545454,3.683471202850342
sick_4,7,eq_weight,idw,hamming,,0.9393939393939394,1.7829933166503906
sick_4,7,eq_weight,sheppard,minkowski,1,0.9090909090909091,3.7297637462615967
sick_4,7,eq_weight,sheppard,minkowski,2,0.9166666666666666,3.7110376358032227
sick_4,7,eq_weight,sheppard,hamming,,0.9393939393939394,1.7933640480041504
sick_4,7,information_gain,majority,minkowski,1,0.9166666666666666,3.812333583831787
sick_4,7,information_gain,majority,minkowski,2,0.9166666666666666,3.774481773376465
sick_4,7,information_gain,majority,hamming,,0.928030303030303,1.8927404880523682
sick_4,7,information_gain,idw,minkowski,1,0.9166666666666666,3.858057975769043
sick_4,7,information_gain,idw,minkowski,2,0.9166666666666666,3.859813928604126
sick_4,7,information_gain,idw,hamming,,0.9393939393939394,1.891082763671875
sick_4,7,information_gain,sheppard,minkowski,1,0.9166666666666666,3.7758631706237793
sick_4,7,information_gain,sheppard,minkowski,2,0.9166666666666666,3.8474531173706055
sick_4,7,information_gain,sheppard,hamming,,0.946969696969697,1.901921033859253
sick_4,7,chi2,majority,minkowski,1,0.946969696969697,3.7312204837799072
sick_4,7,chi2,majority,minkowski,2,0.9431818181818182,3.680677652359009
sick_4,7,chi2,majority,hamming,,0.9393939393939394,1.781360149383545
sick_4,7,chi2,idw,minkowski,1,0.9583333333333334,3.7445478439331055
sick_4,7,chi2,idw,minkowski,2,0.9507575757575758,3.7396528720855713
sick_4,7,chi2,idw,hamming,,0.9393939393939394,1.8314507007598877
sick_4,7,chi2,sheppard,minkowski,1,0.9507575757575758,3.7162275314331055
sick_4,7,chi2,sheppard,minkowski,2,0.946969696969697,3.6743040084838867
sick_4,7,chi2,sheppard,hamming,,0.9393939393939394,1.772914171218872
sick_5,1,eq_weight,majority,minkowski,1,0.8796992481203008,3.668071985244751
sick_5,1,eq_weight,majority,minkowski,2,0.9097744360902256,3.6714835166931152
sick_5,1,eq_weight,majority,hamming,,0.9060150375939849,1.8187637329101562
sick_5,1,eq_weight,idw,minkowski,1,0.8796992481203008,3.705629587173462
sick_5,1,eq_weight,idw,minkowski,2,0.9097744360902256,3.779221296310425
sick_5,1,eq_weight,idw,hamming,,0.9060150375939849,1.7959926128387451
sick_5,1,eq_weight,sheppard,minkowski,1,0.8796992481203008,3.7458648681640625
sick_5,1,eq_weight,sheppard,minkowski,2,0.9097744360902256,3.7257673740386963
sick_5,1,eq_weight,sheppard,hamming,,0.9060150375939849,1.7758722305297852
sick_5,1,information_gain,majority,minkowski,1,0.9172932330827067,3.8164494037628174
sick_5,1,information_gain,majority,minkowski,2,0.9172932330827067,3.8250629901885986
sick_5,1,information_gain,majority,hamming,,0.9097744360902256,1.9050328731536865
sick_5,1,information_gain,idw,minkowski,1,0.9172932330827067,3.8564226627349854
sick_5,1,information_gain,idw,minkowski,2,0.9172932330827067,3.8493213653564453
sick_5,1,information_gain,idw,hamming,,0.9060150375939849,1.894256353378296
sick_5,1,information_gain,sheppard,minkowski,1,0.9172932330827067,3.9112865924835205
sick_5,1,information_gain,sheppard,minkowski,2,0.9172932330827067,3.879610538482666
sick_5,1,information_gain,sheppard,hamming,,0.9097744360902256,1.9194960594177246
sick_5,1,chi2,majority,minkowski,1,0.8834586466165414,3.759152412414551
sick_5,1,chi2,majority,minkowski,2,0.924812030075188,3.7329659461975098
sick_5,1,chi2,majority,hamming,,0.9060150375939849,1.8053977489471436
sick_5,1,chi2,idw,minkowski,1,0.8834586466165414,3.7310421466827393
sick_5,1,chi2,idw,minkowski,2,0.924812030075188,3.739136219024658
sick_5,1,chi2,idw,hamming,,0.9060150375939849,1.806990146636963
sick_5,1,chi2,sheppard,minkowski,1,0.8834586466165414,3.8025293350219727
sick_5,1,chi2,sheppard,minkowski,2,0.924812030075188,3.8084702491760254
sick_5,1,chi2,sheppard,hamming,,0.9060150375939849,1.819469928741455
sick_5,3,eq_weight,majority,minkowski,1,0.9097744360902256,3.7576892375946045
sick_5,3,eq_weight,majority,minkowski,2,0.9172932330827067,3.703399419784546
sick_5,3,eq_weight,majority,hamming,,0.9135338345864662,1.7646799087524414
sick_5,3,eq_weight,idw,minkowski,1,0.9097744360902256,3.7130308151245117
sick_5,3,eq_weight,idw,minkowski,2,0.9135338345864662,3.743239164352417
sick_5,3,eq_weight,idw,hamming,,0.9135338345864662,1.8242113590240479
sick_5,3,eq_weight,sheppard,minkowski,1,0.9097744360902256,3.7631900310516357
sick_5,3,eq_weight,sheppard,minkowski,2,0.9172932330827067,3.7490386962890625
sick_5,3,eq_weight,sheppard,hamming,,0.9022556390977443,1.798401117324829
sick_5,3,information_gain,majority,minkowski,1,0.9172932330827067,3.902634382247925
sick_5,3,information_gain,majority,minkowski,2,0.9172932330827067,3.8532259464263916
sick_5,3,information_gain,majority,hamming,,0.9285714285714286,1.895599126815796
sick_5,3,information_gain,idw,minkowski,1,0.9285714285714286,3.7784831523895264
sick_5,3,information_gain,idw,minkowski,2,0.9285714285714286,3.8007709980010986
sick_5,3,information_gain,idw,hamming,,0.924812030075188,1.9115509986877441
sick_5,3,information_gain,sheppard,minkowski,1,0.9172932330827067,3.849680185317993
sick_5,3,information_gain,sheppard,minkowski,2,0.9172932330827067,3.841418981552124
sick_5,3,information_gain,sheppard,hamming,,0.9285714285714286,1.916630506515503
sick_5,3,chi2,majority,minkowski,1,0.9285714285714286,3.743640661239624
sick_5,3,chi2,majority,minkowski,2,0.9172932330827067,3.7318427562713623
sick_5,3,chi2,majority,hamming,,0.9135338345864662,1.7894487380981445
sick_5,3,chi2,idw,minkowski,1,0.9360902255639098,3.7074224948883057
sick_5,3,chi2,idw,minkowski,2,0.9135338345864662,3.6830942630767822
sick_5,3,chi2,idw,hamming,,0.9135338345864662,1.7983317375183105
sick_5,3,chi2,sheppard,minkowski,1,0.9323308270676691,3.7353200912475586
sick_5,3,chi2,sheppard,minkowski,2,0.9172932330827067,3.730943441390991
sick_5,3,chi2,sheppard,hamming,,0.9022556390977443,1.7895112037658691
sick_5,5,eq_weight,majority,minkowski,1,0.9135338345864662,3.693450927734375
sick_5,5,eq_weight,majority,minkowski,2,0.9172932330827067,3.740541934967041
sick_5,5,eq_weight,majority,hamming,,0.9210526315789473,1.816842794418335
sick_5,5,eq_weight,idw,minkowski,1,0.9172932330827067,3.786609172821045
sick_5,5,eq_weight,idw,minkowski,2,0.9172932330827067,3.796288251876831
sick_5,5,eq_weight,idw,hamming,,0.9210526315789473,1.759204626083374
sick_5,5,eq_weight,sheppard,minkowski,1,0.9135338345864662,3.6517205238342285
sick_5,5,eq_weight,sheppard,minkowski,2,0.9172932330827067,3.6740713119506836
sick_5,5,eq_weight,sheppard,hamming,,0.9210526315789473,1.8086559772491455
sick_5,5,information_gain,majority,minkowski,1,0.9172932330827067,3.8508849143981934
sick_5,5,information_gain,majority,minkowski,2,0.9172932330827067,3.8499464988708496
sick_5,5,information_gain,majority,hamming,,0.9323308270676691,1.9054789543151855
sick_5,5,information_gain,idw,minkowski,1,0.9172932330827067,3.8561582565307617
sick_5,5,information_gain,idw,minkowski,2,0.9210526315789473,3.884589672088623
sick_5,5,information_gain,idw,hamming,,0.9285714285714286,1.9017722606658936
sick_5,5,information_gain,sheppard,minkowski,1,0.9172932330827067,3.858062505722046
sick_5,5,information_gain,sheppard,minkowski,2,0.9172932330827067,3.7774765491485596
sick_5,5,information_gain,sheppard,hamming,,0.9360902255639098,1.882157802581787
sick_5,5,chi2,majority,minkowski,1,0.9285714285714286,3.744215250015259
sick_5,5,chi2,majority,minkowski,2,0.9210526315789473,3.731353282928467
sick_5,5,chi2,majority,hamming,,0.9210526315789473,1.8040790557861328
sick_5,5,chi2,idw,minkowski,1,0.9323308270676691,3.7480082511901855
sick_5,5,chi2,idw,minkowski,2,0.9285714285714286,3.771373748779297
sick_5,5,chi2,idw,hamming,,0.9210526315789473,1.8045573234558105
sick_5,5,chi2,sheppard,minkowski,1,0.9323308270676691,3.8328816890716553
sick_5,5,chi2,sheppard,minkowski,2,0.9210526315789473,3.7648327350616455
sick_5,5,chi2,sheppard,hamming,,0.9210526315789473,1.7679200172424316
sick_5,7,eq_weight,majority,minkowski,1,0.9097744360902256,3.694413900375366
sick_5,7,eq_weight,majority,minkowski,2,0.9172932330827067,3.7126991748809814
sick_5,7,eq_weight,majority,hamming,,0.924812030075188,1.7925055027008057
sick_5,7,eq_weight,idw,minkowski,1,0.9135338345864662,3.751091241836548
sick_5,7,eq_weight,idw,minkowski,2,0.9172932330827067,3.79931902885437
sick_5,7,eq_weight,idw,hamming,,0.924812030075188,1.81243896484375
sick_5,7,eq_weight,sheppard,minkowski,1,0.9097744360902256,3.754997968673706
sick_5,7,eq_weight,sheppard,minkowski,2,0.9172932330827067,3.7753493785858154
sick_5,7,eq_weight,sheppard,hamming,,0.9323308270676691,1.8080899715423584
sick_5,7,information_gain,majority,minkowski,1,0.9172932330827067,3.843641519546509
sick_5,7,information_gain,majority,minkowski,2,0.9172932330827067,3.810622453689575
sick_5,7,information_gain,majority,hamming,,0.9323308270676691,1.8997251987457275
sick_5,7,information_gain,idw,minkowski,1,0.9285714285714286,3.8611862659454346
sick_5,7,information_gain,idw,minkowski,2,0.9285714285714286,3.854004383087158
sick_5,7,information_gain,idw,hamming,,0.9285714285714286,1.9165477752685547
sick_5,7,information_gain,sheppard,minkowski,1,0.9172932330827067,3.8964478969573975
sick_5,7,information_gain,sheppard,minkowski,2,0.9172932330827067,3.8772857189178467
sick_5,7,information_gain,sheppard,hamming,,0.9323308270676691,1.9140574932098389
sick_5,7,chi2,majority,minkowski,1,0.9210526315789473,3.7511160373687744
sick_5,7,chi2,majority,minkowski,2,0.9210526315789473,3.673912525177002
sick_5,7,chi2,majority,hamming,,0.924812030075188,1.7902441024780273
sick_5,7,chi2,idw,minkowski,1,0.924812030075188,3.719230890274048
sick_5,7,chi2,idw,minkowski,2,0.9323308270676691,3.7461280822753906
sick_5,7,chi2,idw,hamming,,0.924812030075188,1.8009192943572998
sick_5,7,chi2,sheppard,minkowski,1,0.924812030075188,3.8037474155426025
sick_5,7,chi2,sheppard,minkowski,2,0.9210526315789473,3.7961111068725586
sick_5,7,chi2,sheppard,hamming,,0.9323308270676691,1.8372318744659424
sick_6,1,eq_weight,majority,minkowski,1,0.83984375,3.6383447647094727
sick_6,1,eq_weight,majority,minkowski,2,0.89453125,3.573746919631958
sick_6,1,eq_weight,majority,hamming,,0.9140625,1.7407371997833252
sick_6,1,eq_weight,idw,minkowski,1,0.83984375,3.5808966159820557
sick_6,1,eq_weight,idw,minkowski,2,0.89453125,3.6070103645324707
sick_6,1,eq_weight,idw,hamming,,0.9140625,1.714148759841919
sick_6,1,eq_weight,sheppard,minkowski,1,0.83984375,3.5699851512908936
sick_6,1,eq_weight,sheppard,minkowski,2,0.89453125,3.579110622406006
sick_6,1,eq_weight,sheppard,hamming,,0.9140625,1.7350449562072754
sick_6,1,information_gain,majority,minkowski,1,0.921875,3.72322940826416
sick_6,1,information_gain,majority,minkowski,2,0.921875,3.7033321857452393
sick_6,1,information_gain,majority,hamming,,0.9140625,1.8475618362426758
sick_6,1,information_gain,idw,minkowski,1,0.921875,3.7415034770965576
sick_6,1,information_gain,idw,minkowski,2,0.921875,3.6955201625823975
sick_6,1,information_gain,idw,hamming,,0.92578125,1.7913661003112793
sick_6,1,information_gain,sheppard,minkowski,1,0.921875,3.6788322925567627
sick_6,1,information_gain,sheppard,minkowski,2,0.921875,3.7170679569244385
sick_6,1,information_gain,sheppard,hamming,,0.9140625,1.8482513427734375
sick_6,1,chi2,majority,minkowski,1,0.89453125,3.5853450298309326
sick_6,1,chi2,majority,minkowski,2,0.91015625,3.6305313110351562
sick_6,1,chi2,majority,hamming,,0.9140625,1.7553436756134033
sick_6,1,chi2,idw,minkowski,1,0.89453125,3.6671881675720215
sick_6,1,chi2,idw,minkowski,2,0.91015625,3.6637208461761475
sick_6,1,chi2,idw,hamming,,0.9140625,1.7422635555267334
sick_6,1,chi2,sheppard,minkowski,1,0.89453125,3.6345014572143555
sick_6,1,chi2,sheppard,minkowski,2,0.91015625,3.580909013748169
sick_6,1,chi2,sheppard,hamming,,0.9140625,1.7255449295043945
sick_6,3,eq_weight,majority,minkowski,1,0.87890625,3.602508068084717
sick_6,3,eq_weight,majority,minkowski,2,0.8984375,3.602033853530884
sick_6,3,eq_weight,majority,hamming,,0.9296875,1.7382149696350098
sick_6,3,eq_weight,idw,minkowski,1,0.890625,3.6205241680145264
sick_6,3,eq_weight,idw,minkowski,2,0.8984375,3.6280643939971924
sick_6,3,eq_weight,idw,hamming,,0.9296875,1.7417705059051514
sick_6,3,eq_weight,sheppard,minkowski,1,0.87109375,3.6666765213012695
sick_6,3,eq_weight,sheppard,minkowski,2,0.8984375,3.5743727684020996
sick_6,3,eq_weight,sheppard,hamming,,0.91796875,1.703507900238037
sick_6,3,information_gain,majority,minkowski,1,0.921875,3.6682090759277344
sick_6,3,information_gain,majority,minkowski,2,0.921875,3.702502965927124
